Facility ID,Facility,Permit Type,Permit Status,Facility Town
1086,RABBIT HOLE,Eating Establishment,Issued,HALIFAX
1087,BOMBER CHICKEN RESTAURANT,Eating Establishment,Issued,HALIFAX
1088,RUGOVA'S PIZZA,Eating Establishment,Issued,HALIFAX
1089,LONDON STREET ACADEMY FOR EARLY CHILDHOOD EDUCATION,Eating Establishment,Issued,HALIFAX
1090,CRYSTAL PIZZA,Eating Establishment,Issued,HALIFAX
1091,SUNNYBRAE AFTER SCHOOL PROGRAM,Eating Establishment,Issued,HALIFAX
1092,COIN'S PIZZA,Eating Establishment,Issued,DARTMOUTH
1093,GD MEAT MARKET LTD,Eating Establishment,Issued,DARTMOUTH
1094,STUDIO EAST FOOD & DRINK,Eating Establishment,Issued,HALIFAX
1095,SUSHI NAMI ROYALE,Eating Establishment,Issued,HALIFAX
1096,GREAT WALL RESTAURANT (THE),Eating Establishment,Issued,HALIFAX
1097,ARMDALE PIZZA,Eating Establishment,Issued,HALIFAX
1098,PABLO & MIYAH'S PIZZARIA,Eating Establishment,Issued,HALIFAX
1099,IMPROV CAFE,Eating Establishment,Issued,HALIFAX
1100,STILLWELL FREEHOUSE (THE),Eating Establishment,Issued,HALIFAX
1101,MOXIE'S GRILL/BAR,Eating Establishment,Issued,HALIFAX
1102,BLUENOSE II RESTAURANT,Eating Establishment,Issued,HALIFAX
1103,KIM FENG RESTAURANT,Eating Establishment,Issued,DARTMOUTH
1104,FINBAR'S IRISH PUB,Eating Establishment,Issued,DARTMOUTH
1105,ELI's PIZZERIA,Eating Establishment,Issued,DARTMOUTH
1106,PACIFICO,Eating Establishment,Issued,HALIFAX
1107,UMMAH SOCIETY-UMMAH MASJID & COMMUNITY CENTRE,Eating Establishment,Issued,HALIFAX
1108,CINNABON,Eating Establishment,Issued,DARTMOUTH
1109,POP CULTURE BREW CO,Eating Establishment,Issued,DARTMOUTH
1110,CAPITAL SPORTS CIRCLE BAR,Eating Establishment,Issued,HALIFAX
1111,COLLEEN'S PUB & GRILL,Eating Establishment,Issued,DARTMOUTH
1112,SUMMIT CAFE,Eating Establishment,Issued,HALIFAX
1113,STEP ABOVE CHILDCARE CENTRE,Eating Establishment,Issued,HALIFAX
1114,VICKI'S SEAFOOD RESTAURANT,Eating Establishment,Issued,DARTMOUTH
1115,BOWLARAMA,Eating Establishment,Issued,DARTMOUTH
1116,DARTMOUTH MOTORS LP,Eating Establishment,Issued,DARTMOUTH
1117,FIVE GUYS BAYER'S LAKE,Eating Establishment,Issued,HALIFAX
1118,CEMPOAL DE LA CALAVERA NEGRA CAFE,Eating Establishment,Issued,HALIFAX
1119,CLARMAR CARE,Eating Establishment,Issued,DARTMOUTH
1120,TOP OF THE HILL DAY CARE,Eating Establishment,Issued,DARTMOUTH
1121,YWCA EARLY LEARNING CENTER,Eating Establishment,Issued,HALIFAX
1122,PEPPEREKA,Eating Establishment,Issued,DARTMOUTH
1123,KING OF DONAIR AND PIZZA,Eating Establishment,Issued,HALIFAX
1124,Jungle Jim's Eatery,Eating Establishment,Issued,HALIFAX
1125,NSCC - IVANY CAMPUS TIM HORTONS #77233,Eating Establishment,Issued,DARTMOUTH
1126,DARTMOUTH SOUTH ACADEMY #71556,Eating Establishment,Issued,DARTMOUTH
1127,902 RESTAURANT & CATERING,Eating Establishment,Issued,HALIFAX
1128,SWISS CHALET,Eating Establishment,Issued,HALIFAX
1129,BARRINGTON STREET CHILDRENS CENTER,Eating Establishment,Issued,HALIFAX
1130,HALIMAC AX THROWING,Eating Establishment,Issued,HALIFAX
1131,SUSHI COVE,Eating Establishment,Issued,HALIFAX
1132,KOREA GARDEN EXPRESS,Eating Establishment,Issued,HALIFAX
1133,HFX SPORTS BAR & GRILL,Eating Establishment,Issued,HALIFAX
1134,GOTTINGEN STREET ULTRAMAR,Eating Establishment,Issued,HALIFAX
1135,ARMS (THE),Eating Establishment,Issued,HALIFAX
1136,AGRICOLA STREET BRASSERIE,Eating Establishment,Issued,HALIFAX
1137,TALAY THAI RESTAURANT,Eating Establishment,Issued,HALIFAX
1138,NARROWS BISTRO (THE),Eating Establishment,Issued,DARTMOUTH
1139,HALIFAX CONVENTION CENTRE,Eating Establishment,Issued,HALIFAX
1140,JIM'S FAMILY RESTAURANT,Eating Establishment,Issued,HALIFAX
1141,EDWARD JOST CHILDREN'S CENTRE,Eating Establishment,Issued,HALIFAX
1142,SOBEYS #806,Eating Establishment,Issued,DARTMOUTH
1143,HUB 2,Eating Establishment,Issued,DARTMOUTH
1144,McDonalds,Eating Establishment,Issued,HALIFAX
1145,ROCKY'S NOODLES,Eating Establishment,Issued,HALIFAX
1146,BLUE OLIVE GREEK TAVERNA,Eating Establishment,Issued,HALIFAX
1147,VEGAN BUTCHER SHOP,Eating Establishment,Issued,HALIFAX
1148,MABATA,Eating Establishment,Issued,HALIFAX
1149,SUSHI SHIGE JAPANESE RESTAURANT,Eating Establishment,Issued,HALIFAX
1150,JAMIESON'S IRISH HOUSE & GRILL,Eating Establishment,Issued,DARTMOUTH
1151,LAKEFRONT VARIETY,Eating Establishment,Issued,DARTMOUTH
1152,FREEMAN'S FAIRVIEW,Eating Establishment,Issued,HALIFAX
1153,EL CHINO SNACK BAR,Eating Establishment,Issued,HALIFAX
1154,SUBWAY (Ilsley Ave),Eating Establishment,Issued,DARTMOUTH
1155,SALIM'S VARIETY / DONNINI'S PIZZA,Eating Establishment,Issued,HALIFAX
1156,HALIFAX ALEHOUSE,Eating Establishment,Issued,HALIFAX
1157,TIM HORTONS,Eating Establishment,Issued,HALIFAX
1158,ROYAL CANADIAN LEGION SOMME BR 31,Eating Establishment,Issued,DARTMOUTH
1159,ULTRAMAR GAS CONTAINING COUNTRY STYLE,Eating Establishment,Issued,DARTMOUTH
1160,SUBWAY,Eating Establishment,Issued,DARTMOUTH
1161,SUBWAY,Eating Establishment,Issued,DARTMOUTH
1162,SUBWAY,Eating Establishment,Issued,DARTMOUTH
1163,ANTOJO,Eating Establishment,Issued,HALIFAX
1164,JUKAI JAPANESE & THAI,Eating Establishment,Issued,DARTMOUTH
1165,SUBWAY #26321,Eating Establishment,Issued,HALIFAX
1166,HALI DELI,Eating Establishment,Issued,HALIFAX
1167,OLD APOTHECARY BAKERY & CAFE (THE),Eating Establishment,Issued,HALIFAX
1168,BRIGHT SIDE EARLY LEARNING CENTRE,Eating Establishment,Issued,DARTMOUTH
1169,ZENQ DESSERT,Eating Establishment,Issued,HALIFAX
1170,ATLANTIC MONTESSORI SCHOOL,Eating Establishment,Issued,HALIFAX
1171,JANES NEXT DOOR,Eating Establishment,Issued,HALIFAX
1172,EDNA,Eating Establishment,Issued,HALIFAX
1173,MONTE'S BAR & GRILL/CANAL FAMILY RESTAURANT,Eating Establishment,Issued,DARTMOUTH
1174,JACOB'S LOUNGE,Eating Establishment,Issued,DARTMOUTH
1175,MCDONALD'S RESTAURANT,Eating Establishment,Issued,DARTMOUTH
1176,MCDONALD'S RESTAURANTS,Eating Establishment,Issued,DARTMOUTH
1177,HALIFAX BREWERY FARMERS MARKET COOPERATIVE LTD,Eating Establishment,Issued,HALIFAX
1178,DELTA BARRINGTON - TEMPO FOOD & DRINK,Eating Establishment,Issued,HALIFAX
1179,CANTEEN BY FEISTY CHEF (THE),Eating Establishment,Issued,DARTMOUTH
1180,LOCAL SOURCE MARKET,Eating Establishment,Issued,HALIFAX
1181,IN SPRING FINE ASIAN FUSION CUISINE,Eating Establishment,Issued,HALIFAX
1182,BURGER KING,Eating Establishment,Issued,HALIFAX
1183,PIZZALAND,Eating Establishment,Issued,HALIFAX
1184,STEVE-O-RENO'S CAPPUCCINO,Eating Establishment,Issued,HALIFAX
1185,STEVE-O-RENO'S CAPPUCCINO,Eating Establishment,Issued,HALIFAX
1186,LEMONTREE RESTAURANT,Eating Establishment,Issued,HALIFAX
1187,TADPOLES AND POLLYWOGS CHILD CARE CENTRE,Eating Establishment,Issued,DARTMOUTH
1188,CHARGER RESTAURANT,Eating Establishment,Issued,HALIFAX
1189,VICTORIA CHILDREN'S CENTRE,Eating Establishment,Issued,DARTMOUTH
1190,NORTHWOOD - SECOND FLOOR MANOR,Eating Establishment,Issued,HALIFAX
1191,Thanos Kitchen,Eating Establishment,Issued,HALIFAX
1192,DARTMOUTH SENIOR SERVICE CENTRE COMMISSION,Eating Establishment,Issued,DARTMOUTH
1193,TREATS,Eating Establishment,Issued,HALIFAX
1194,ST. JOSEPHS CHILDRENS CENTRE (DUKE TOWER),Eating Establishment,Issued,HALIFAX
1195,NORTHWOOD ADULT DAY PROGRAM,Eating Establishment,Issued,DARTMOUTH
1196,MSVU - Seton Hall #72221,Eating Establishment,Issued,HALIFAX
1197,MSVU - Rosaria Hall #72221,Eating Establishment,Issued,HALIFAX
1198,MANULIFE / ARAMARK,Eating Establishment,Issued,HALIFAX
1199,BONEHEADS BBQ,Eating Establishment,Issued,HALIFAX
1200,GROWING PLACE (THE),Eating Establishment,Issued,DARTMOUTH
1201,FORTUNE DOUGHNUT,Eating Establishment,Issued,HALIFAX
1202,CHRISTOPHER ROBIN'S LEARNING CENTRE,Eating Establishment,Issued,DARTMOUTH
1203,WORLD TEA HOUSE,Eating Establishment,Issued,HALIFAX
1204,HARBOUR GLEN MANOR,Eating Establishment,Issued,DARTMOUTH
1205,WIND CHIMES FAMILY DAYCARE,Eating Establishment,Issued,HALIFAX
1206,RESOLUTES AA CLUB,Eating Establishment,Issued,HALIFAX
1207,ASAP MABUHAY BAR AND GRILL,Eating Establishment,Issued,HALIFAX
1208,PANADA PIZZA,Eating Establishment,Issued,HALIFAX
1209,SALVATION ARMY CENTRE OF HOPE,Eating Establishment,Issued,HALIFAX
1210,NOVA SCOTIA HOSPITAL CAFE,Eating Establishment,Issued,DARTMOUTH
1211,FISHERMAN'S MARKET,Eating Establishment,Issued,HALIFAX
1212,CONVENIENCE 4 U - LET'S KO,Eating Establishment,Issued,HALIFAX
1213,BENTO SUSHI IN SOBEYS (MUMFORD ROAD),Eating Establishment,Issued,HALIFAX
1214,SOBEYS #881,Eating Establishment,Issued,HALIFAX
1215,DOMINO'S PIZZA,Eating Establishment,Issued,HALIFAX
1216,CHEEKY NEIGHBOUR,Eating Establishment,Issued,HALIFAX
1217,GRAND FINALES CAFE AND CATERING,Eating Establishment,Issued,DARTMOUTH
1218,BURNSIDE PIZZERIA LTD.,Eating Establishment,Issued,DARTMOUTH
1219,Marriott Catering/Banquets,Eating Establishment,Issued,HALIFAX
1220,SALT WATER CAFE / STAFF CAFETERIA,Eating Establishment,Issued,HALIFAX
1221,BALANCING ROCK CAFE,Eating Establishment,Issued,HALIFAX
1222,HARBOURSTONE,Eating Establishment,Issued,HALIFAX
1223,HUNGRY HUT (THE),Eating Establishment,Issued,DARTMOUTH
1224,D & A FOOD SERVICES LIMITED,Eating Establishment,Issued,DARTMOUTH
1225,EAST COAST DUMPLING HOUSE,Eating Establishment,Issued,DARTMOUTH
1226,Starbucks Coffee #4086,Eating Establishment,Issued,HALIFAX
1227,BENTO SUSHI IN SOBEYS (PEAKVIEW WAY),Eating Establishment,Issued,HALIFAX
1228,SOBEYS #725,Eating Establishment,Issued,HALIFAX
1229,AFRITE,Eating Establishment,Issued,HALIFAX
1230,ANGLICAN DIOCESAN CENTRE,Eating Establishment,Issued,HALIFAX
1231,TIM HORTONS,Eating Establishment,Issued,HALIFAX
1232,OASIS PUB AND EATERY,Eating Establishment,Renewal Pending,HALIFAX
1233,MILLSTONE PUBLIC HOUSE (THE),Eating Establishment,Renewal Pending,DARTMOUTH
1234,H.K. WONG'S PALACE RESTAURANT,Eating Establishment,Renewal Pending,DARTMOUTH
1235,SUMMER SAVORY CAFETERIA (HALIFAX INFIRMARY BUILDING 2ND FLOOR),Eating Establishment,Renewal Pending,HALIFAX
1236,CAPTAIN MA NOODLES,Eating Establishment,Renewal Pending,HALIFAX
1237,BEARLY'S HOUSE OF BLUES,Eating Establishment,Renewal Pending,HALIFAX
1238,RYS MEDITERRANEAN FOOD (THE),Eating Establishment,Renewal Pending,HALIFAX
1239,STAGGERS PUB & GRUB,Eating Establishment,Renewal Pending,DARTMOUTH
1240,"METRO DELI, CAFE & GRILL",Eating Establishment,Renewal Pending,DARTMOUTH
1241,THAI EXPRESS,Eating Establishment,Renewal Pending,DARTMOUTH
1242,KATCH SEAFOOD/PIZZA GIRL,Eating Establishment,Renewal Pending,HALIFAX
1243,PG'S CAFE AND GRILL,Eating Establishment,Renewal Pending,HALIFAX
1244,WASABI GRILL AND NOODLE,Eating Establishment,Renewal Pending,DARTMOUTH
1245,BURNSIDE LUNCHBOX,Eating Establishment,Renewal Pending,DARTMOUTH
1246,LADY HAMMOND GRILL,Eating Establishment,Renewal Pending,HALIFAX
1247,SMITH'S BAKERY,Eating Establishment,Renewal Pending,HALIFAX
1248,RATINAUD FRENCH CUISINE,Eating Establishment,Renewal Pending,HALIFAX
1249,PICNIC AT DART,Eating Establishment,Renewal Pending,DARTMOUTH
1250,SALENA'S PIZZA,Eating Establishment,Renewal Pending,DARTMOUTH
1251,MASKWA AQUATIC CLUB,Eating Establishment Seasonal,Issued,HALIFAX
1252,BEAVERTAILS,Eating Establishment Seasonal,Issued,HALIFAX
1253,SMOOTH SAILING,Eating Establishment Seasonal,Issued,HALIFAX
1254,SENOBE AQUATIC CLUB CANTEEN,Eating Establishment Seasonal,Issued,DARTMOUTH
1255,WATERFRONT COFFEE BAR & EATERY,Eating Establishment Seasonal,Issued,HALIFAX
1256,HEARTWOOD BY THE SEA - KIOSK #2,Eating Establishment Seasonal,Issued,HALIFAX
1257,WATERFRONT PIZZA & WRAPS,Eating Establishment Seasonal,Issued,HALIFAX
1258,GIGGLES TAKE OUT,Eating Establishment Seasonal,Issued,DARTMOUTH
1259,ALSMADI MARKET,Food Shop,Issued,HALIFAX
1260,FLENJOR FOODS,Food Shop,Issued,HALIFAX
1261,PARK CONVENIENCE STORE,Food Shop,Issued,HALIFAX
1262,KABAYAN FOOD MART,Food Shop,Issued,DARTMOUTH
1263,ON ROUTE CONVENIENCE,Food Shop,Issued,DARTMOUTH
1264,YASMINE GROCERY,Food Shop,Issued,HALIFAX
1265,Bayers Road Petro Canada,Food Shop,Issued,HALIFAX
1266,KEARNEY LAKE PETRO CANADA,Food Shop,Issued,HALIFAX
1267,Herring Cove Petro Canada,Food Shop,Issued,HALIFAX
1268,QUINPOOL ROAD PETRO-CANADA,Food Shop,Issued,HALIFAX
1269,PETRO CANADA,Food Shop,Issued,DARTMOUTH
1270,SHOPPERS DRUG MART #133,Food Shop,Issued,HALIFAX
1271,COWS,Food Shop,Issued,HALIFAX
1272,ISLAMIC ASSOCIATION OF N.S.,Food Shop,Issued,DARTMOUTH
1273,YOUNG STREET ESSO,Food Shop,Issued,HALIFAX
1274,OCHTERLONEY STREET ESSO,Food Shop,Issued,DARTMOUTH
1275,MAIN STREET ESSO,Food Shop,Issued,DARTMOUTH
1276,WILSONS GAS STOP - Spryfield,Food Shop,Issued,HALIFAX
1277,ROTARY ESSO,Food Shop,Issued,HALIFAX
1278,KEARNEY LAKE ESSO,Food Shop,Issued,HALIFAX
1279,WILSONS GAS STOP #125 - Rockingham,Food Shop,Issued,HALIFAX
1280,WYSE ROAD ESSO,Food Shop,Issued,DARTMOUTH
1281,FAIRVIEW ESSO,Food Shop,Issued,HALIFAX
1282,RICKS VARIETY,Food Shop,Issued,HALIFAX
1283,FAMILY DRUG CENTRE,Food Shop,Issued,DARTMOUTH
1284,SECOND CUP,Food Shop,Issued,DARTMOUTH
1285,NEEDS CONVENIENCE #184,Food Shop,Issued,HALIFAX
1286,FREAK LUNCHBOX,Food Shop,Issued,HALIFAX
1287,QUICKPLUS CONVENIENCE,Food Shop,Issued,HALIFAX
1288,NEEDS #4444,Food Shop,Issued,DARTMOUTH
1289,SOBEYS EXPRESS #4623,Food Shop,Issued,DARTMOUTH
1290,LIQUID GOLD TASTING BAR & ALL THINGS OLIVE,Food Shop,Issued,HALIFAX
1291,NEEDS CONVENIENCE #179,Food Shop,Issued,HALIFAX
1292,YUMMY DELI SHOP,Food Shop,Issued,HALIFAX
1293,ONE STOP SHOP,Food Shop,Issued,DARTMOUTH
1294,MRS P'S HOMESTYLE BAKERY,Food Shop,Issued,HALIFAX
1295,DANIELSONS GENERAL STORE,Food Shop,Issued,HALIFAX
1296,L.A. SMITH'S CONVENIENCE STORE,Food Shop,Issued,HALIFAX
1297,NEEDS CONVENIENCE #201,Food Shop,Issued,DARTMOUTH
1298,WEIRD HARBOUR ESPRESSO BAR,Food Shop,Issued,HALIFAX
1299,MEADOWBROOK MEAT MARKET,Food Shop,Issued,DARTMOUTH
1300,COMMUNITY YMCA,Food Shop,Issued,HALIFAX
1301,NEEDS CONVENIENCE #186,Food Shop,Issued,DARTMOUTH
1302,NEEDS CONVENIENCE #198,Food Shop,Issued,HALIFAX
1303,SAVEWAY CONVENIENCE STORE,Food Shop,Issued,DARTMOUTH
1304,NEEDS CONVENIENCE #199,Food Shop,Issued,DARTMOUTH
1305,NEEDS #4453,Food Shop,Issued,HALIFAX
1306,CA HOA WHOLESALE AND RETAIL GROCERY,Food Shop,Issued,HALIFAX
1307,M & M Meat Shops,Food Shop,Issued,DARTMOUTH
1308,SECOND CUP - Bayers Lake,Food Shop,Issued,HALIFAX
1309,FAST FUEL #4516,Food Shop,Issued,HALIFAX
1310,FAST FUEL #4529,Food Shop,Issued,DARTMOUTH
1311,NEEDS CONVENIENCE #4484,Food Shop,Issued,HALIFAX
1312,GRAINERY (THE),Food Shop,Issued,HALIFAX
1313,GIANT TIGER #187,Food Shop,Issued,DARTMOUTH
1314,GIANT TIGER #165,Food Shop,Issued,HALIFAX
1315,THOMEHS MARKET,Food Shop,Issued,HALIFAX
1316,NEEDS #4567,Food Shop,Issued,HALIFAX
1317,BIRCH PLEASE CHAGA,Food Shop,Issued,HALIFAX
1318,SCOTIA PHARMACY,Food Shop,Issued,HALIFAX
1319,GOUTHRO'S NO FRILLS,Food Shop,Issued,DARTMOUTH
1320,TAISHAN ASIAN GROCERY,Food Shop,Issued,HALIFAX
1321,TAISHAN ASIAN GROCERY,Food Shop,Issued,HALIFAX
1322,CANADIAN TIRE GAS BAR & CONVENIENCE,Food Shop,Issued,HALIFAX
1323,LEONARDO'S CONVENIENCE,Food Shop,Issued,DARTMOUTH
1324,AL-ARZ FOODS,Food Shop,Issued,HALIFAX
1325,JAKE'S VIDEO & VARIETY,Food Shop,Issued,DARTMOUTH
1326,EXPRESSWAY FOOD AND VIDEO,Food Shop,Issued,DARTMOUTH
1327,POINT PLEASANT GROCERY,Food Shop,Issued,HALIFAX
1328,MIKE'S NO FRILLS,Food Shop,Issued,HALIFAX
1329,LAURA SECORD,Food Shop,Issued,HALIFAX
1330,LAURA SECORD,Food Shop,Issued,DARTMOUTH
1331,CHEN'S CONVENIENCE AND CIGAR STORE,Food Shop,Issued,DARTMOUTH
1332,PIECE OF CAKE FINE BAKERY AND CAFE,Food Shop,Issued,HALIFAX
1333,INDIAN GROCERIES,Food Shop,Issued,HALIFAX
1334,STRAIT CYCLE TRADING CO.,Food Shop,Issued,HALIFAX
1335,STARBUCKS COFFEE #19866,Food Shop,Issued,HALIFAX
1336,REAL CANADIAN WHOLESALE CLUB #307,Food Shop,Issued,HALIFAX
1337,Roselane Farms - SEAPORT FARMERS MARKET,Food Shop,Issued,HALIFAX
1338,JAVA BLEND COFFEE,Food Shop,Issued,HALIFAX
1339,Java Blend Coffee Espresso Bar (Seaport Market),Food Shop,Issued,HALIFAX
1340,DHABA SWEETS & SPICE SHOPPE,Food Shop,Issued,HALIFAX
1341,WINDSOR PARK MARKET,Food Shop,Issued,HALIFAX
1342,NEW SCOTLAND YARD (THE),Food Shop,Issued,DARTMOUTH
1343,SHOPPERS DRUG MART #2014,Food Shop,Issued,DARTMOUTH
1344,HOPE BLOOMS,Food Shop,Issued,HALIFAX
1345,BIG GENERAL STORE,Food Shop,Issued,HALIFAX
1346,Showtime Video and Variety,Food Shop,Issued,DARTMOUTH
1347,MJ SMOKE SHOP,Food Shop,Issued,HALIFAX
1348,ALY MAE'S BREAD BASKET,Food Shop,Issued,DARTMOUTH
1349,PHARMASAVE NORTH END,Food Shop,Issued,HALIFAX
1350,CHATER MEAT MARKET,Food Shop,Issued,DARTMOUTH
1351,HERRING COVE MARKET,Food Shop,Issued,HALIFAX
1352,WALMART - Chain Lake Drive #3138,Food Shop,Issued,HALIFAX
1353,BP CORNER NEWS (THE),Food Shop,Issued,HALIFAX
1354,MACKAY'S PHARMACY,Food Shop,Issued,DARTMOUTH
1355,MOFFATT'S PHARMACY,Food Shop,Issued,HALIFAX
1356,MOFFATT'S PHARMACY,Food Shop,Issued,DARTMOUTH
1357,SECOND CUP CAFE 9013,Food Shop,Issued,HALIFAX
1358,HYDROSTONE GROCETERIA,Food Shop,Issued,HALIFAX
1359,JOHN'S VIDEO AND VARIETY,Food Shop,Issued,DARTMOUTH
1360,FENWICK CONVENIENCE,Food Shop,Issued,HALIFAX
1361,LE MARCHE,Food Shop,Issued,DARTMOUTH
1362,MOUNT ST VINCENT - ON THE GO #72221,Food Shop,Issued,HALIFAX
1363,LAWTONS #104,Food Shop,Issued,DARTMOUTH
1364,LAWTONS #112,Food Shop,Issued,HALIFAX
1365,LAWTONS #114,Food Shop,Issued,HALIFAX
1366,LAWTONS #123,Food Shop,Issued,DARTMOUTH
1367,LAWTONS #128,Food Shop,Issued,HALIFAX
1368,LAWTONS #132,Food Shop,Issued,HALIFAX
1369,LAWTONS 144,Food Shop,Issued,HALIFAX
1370,LAWTONS DRUGS #157,Food Shop,Issued,HALIFAX
1371,LAWTONS 163,Food Shop,Issued,HALIFAX
1372,LAWTONS DRUG #2568,Food Shop,Issued,HALIFAX
1373,LAWTONS DRUGS #2749,Food Shop,Issued,DARTMOUTH
1374,LAWTONS DRUGS #2750,Food Shop,Issued,HALIFAX
1375,LAWTONS #2754,Food Shop,Issued,HALIFAX
1376,LAWTONS DRUGS #884,Food Shop,Issued,DARTMOUTH
1377,JERRY'S KWIK WAY,Food Shop,Issued,HALIFAX
1378,HIGHFIELD VIDEO AND VARIETY,Food Shop,Issued,DARTMOUTH
1379,Green Cafe - ROWE BUILDING,Food Shop,Issued,HALIFAX
1380,COMPUTER SCIENCE - SECOND CUP,Food Shop,Issued,HALIFAX
1381,DALHOUSIE UNIVERSITY - BRIEF BREAK LAW BLD,Food Shop,Issued,HALIFAX
1382,GOURMANDISES AVENUE - SEAPORT MARKET,Food Shop,Issued,HALIFAX
1383,M&M MEAT SHOPS,Food Shop,Issued,HALIFAX
1384,NEWFOUNDLAND CHOCOLATE COMPANY,Food Shop,Issued,DARTMOUTH
1385,PETER'S AT THE PAVILION & NOVELTIES,Food Shop,Issued,HALIFAX
1386,NEWFOUNDLAND CHOCOLATE COMPANY,Food Shop,Issued,HALIFAX
1387,SHOPPERS DRUG MART #128,Food Shop,Issued,DARTMOUTH
1388,SHOPPERS DRUG MART #166,Food Shop,Issued,DARTMOUTH
1389,JAY'S CONVENIENCE BARN INC.,Food Shop,Issued,HALIFAX
1390,CIRCLE K #2054,Food Shop,Issued,HALIFAX
1391,CIRCLE K #2055,Food Shop,Issued,HALIFAX
1392,CIRCLE K #2057,Food Shop,Issued,HALIFAX
1393,CIRCLE K #2060,Food Shop,Issued,HALIFAX
1394,CIRCLE K #2061,Food Shop,Issued,HALIFAX
1395,CIRCLE K #2062,Food Shop,Issued,HALIFAX
1396,CIRCLE K #2066,Food Shop,Issued,DARTMOUTH
1397,CIRCLE K #2069,Food Shop,Issued,DARTMOUTH
1398,CORNER STORE #2511,Food Shop,Issued,DARTMOUTH
1399,CORNER STORE #2513,Food Shop,Issued,HALIFAX
1400,CORNER STORE #2514,Food Shop,Issued,HALIFAX
1401,CORNER STORE #2515,Food Shop,Issued,HALIFAX
1402,CORNER STORE #2516,Food Shop,Issued,DARTMOUTH
1403,CORNER STORE #2518,Food Shop,Issued,DARTMOUTH
1404,24 CARROTS BAKERY LIMITED,Food Shop,Issued,HALIFAX
1405,SHOPPERS DRUG MART,Food Shop,Issued,DARTMOUTH
1406,ESPRESSO 46,Food Shop,Issued,HALIFAX
1407,DAVES VALLEY FRUIT AND VEGETABLES,Food Shop,Issued,DARTMOUTH
1408,BULK BARN FOODS LIMITED,Food Shop,Issued,HALIFAX
1409,BULK BARN,Food Shop,Issued,HALIFAX
1410,TIAN PHAT ASIAN GROCERY,Food Shop,Issued,HALIFAX
1411,BULK BARN,Food Shop,Issued,DARTMOUTH
1412,ISRAEL CONVENIENCE STORE,Food Shop,Issued,HALIFAX
1413,BAHAY KUBO:FILIPINO AND ASIAN GROCERY STORE,Food Shop,Issued,HALIFAX
1414,MBUJI-MAYI MARKET CENTER,Food Shop,Issued,HALIFAX
1415,SHOPPERS DRUG MART,Food Shop,Issued,HALIFAX
1416,ATLANTIC NEWS,Food Shop,Issued,HALIFAX
1417,TEN SPOT HALIFAX (THE),Food Shop,Issued,HALIFAX
1418,SHOPPERS DRUG MART,Food Shop,Issued,HALIFAX
1419,AFISHIOINADO FISH MONGERS,Food Shop,Issued,HALIFAX
1420,HUMBLE PIE KITCHEN,Food Shop,Issued,DARTMOUTH
1421,SUPER MIKE'S II,Food Shop,Issued,HALIFAX
1422,FROSTING CAKE & EVENT DESIGN INC,Food Shop,Issued,DARTMOUTH
1423,ROCKINGHAM RIDGE PHARMACY,Food Shop,Issued,HALIFAX
1424,SPRYFIELD GUARDIAN,Food Shop,Issued,HALIFAX
1425,BEDFORD GUARDIAN AT THE RAVINES,Food Shop,Issued,HALIFAX
1426,SHERRY'S KITCHEN,Food Shop,Issued,DARTMOUTH
1427,WAVERLEY ROAD PHARMACY,Food Shop,Issued,DARTMOUTH
1428,HOUSE OF HALAL GROCERIES,Food Shop,Issued,HALIFAX
1429,MEDLEY MARKET,Food Shop,Issued,HALIFAX
1430,GIGANTIC VIDEO AND GROCERY,Food Shop,Issued,HALIFAX
1431,STUBBORN GOAT BEER GARDEN (THE),Food Shop,Issued,HALIFAX
1432,DAVIDs TEA #14,Food Shop,Issued,HALIFAX
1433,DAVID'S TEA #52,Food Shop,Issued,DARTMOUTH
1434,DAVID'S TEA #33,Food Shop,Issued,HALIFAX
1435,NOGGINS @ SEAPORT,Food Shop,Issued,HALIFAX
1436,NOGGINS - ALDERNEY LANDING/DARTMOUTH FARMERS MARKET,Food Shop,Issued,DARTMOUTH
1437,FANCY LEBANESE BAKERY,Food Shop,Issued,HALIFAX
1438,SAUCY DOGS,Food Shop,Issued,DARTMOUTH
1439,SPRYFIELD CONVENIENCE,Food Shop,Issued,HALIFAX
1440,Shell Main Street,Food Shop,Issued,DARTMOUTH
1441,PETE'S TO GO GO,Food Shop,Issued,HALIFAX
1442,SHOPPERS DRUG MART#136,Food Shop,Issued,HALIFAX
1443,RICHMOND GROCERY,Food Shop,Issued,HALIFAX
1444,WOODLAWN CONVENIENCE KWIK-WAY,Food Shop,Issued,DARTMOUTH
1445,Canadian Tire Gas Bar,Food Shop,Issued,DARTMOUTH
1446,RUM RUNNERS RUM CAKE FACTORY,Food Shop,Issued,HALIFAX
1447,CAKE LADY INC (THE)  (HALIFAX),Food Shop,Issued,HALIFAX
1448,"CAKE LADY, THE (Seaport Market)",Food Shop,Issued,HALIFAX
1449,"M&Y THE NORTH GROCERY CO., LTD/HALIFAX",Food Shop,Issued,HALIFAX
1450,M & Y ASIAN GROCERY,Food Shop,Issued,HALIFAX
1451,EDIBLE ARRANGEMENTS,Food Shop,Issued,HALIFAX
1452,DAILY GRIND SUGAR FIX,Food Shop,Issued,HALIFAX
1453,WHOLLY CREPE,Food Shop,Issued,HALIFAX
1454,GREENSTOP,Food Shop,Issued,DARTMOUTH
